cost_function,value,name,level,method,dynamic_schedule,semantic_param_path,scenario_name
one_minus_thermal_resilience_proportion,,District,district,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,District,district,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
ramping_average,1.153289584203101,District,district,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.0753811793522807,District,district,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.037314303814946,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.058476610396044,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.0059564682670048,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9449176061570908,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_1,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.047466299950973,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.0528018871748295,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.0146339992311217,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9447062549936198,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_2,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.0914517003608888,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.1561038565230883,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.045962716111004,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9570799395345885,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_3,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.068846619139595,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.0393102255680606,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.0380484347094463,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9691740786472409,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_4,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.0764953794218985,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.0702133170993815,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.0329303610152862,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9547295795925409,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_5,building,llm_cc_mcts_dynamic_tune_c_real,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
