cost_function,value,name,level,method,dynamic_schedule,semantic_param_path,scenario_name
zero_net_energy,1.056062563257214,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.0090241362225447,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9483451066250888,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_1,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.0469048275480666,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.0506612412957383,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.0158004116632136,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9457427131474021,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_2,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.0880308468804767,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.149813945786171,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.0449823002281058,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9557534638704658,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_3,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.0673248878113852,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.0376510507195653,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.038628898910587,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9708998814257759,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_4,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.0761255590099414,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.0672913494877547,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.0350981617892525,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9570195905716822,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_5,building,llm_cc_mcts_dynamic_no_action_sort,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
