cost_function,value,name,level,method,dynamic_schedule,semantic_param_path,scenario_name
electricity_consumption_total,1.0657466967712221,District,district,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
monthly_one_minus_load_factor_average,0.9953904313271795,District,district,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,District,district,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,District,district,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
ramping_average,1.1386122288432157,District,district,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.0722712705604405,District,district,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.0414484154854875,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.0560501302376228,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.0123875467877992,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9504626910587853,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_1,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.0495925447585432,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.0506351429209626,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.018872464056214,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9490788858173345,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_2,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.0907782052746402,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.1497264898690707,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.0476582920361688,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9580387199878125,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_3,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.0676998682826746,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.0376583199487504,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.0390125999040822,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9717218791693382,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_4,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
electricity_consumption_total,1.0792144500547645,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
zero_net_energy,1.0672862698257963,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
carbon_emissions_total,1.0382296186172446,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
cost_total,0.9601616326975704,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_proportion,,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_proportion,,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_proportion,,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_minimum,0.0,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_maximum,0.0,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_cold_delta_average,0.0,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_minimum,0.0,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_maximum,0.0,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
discomfort_hot_delta_average,0.0,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
one_minus_thermal_resilience_proportion,,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
power_outage_normalized_unserved_energy_total,,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
annual_normalized_unserved_energy_total,0.0,Building_5,building,llm_cc_mcts_dynamic_switching,"0:cost_priority,3000:low_carbon_priority,6000:peak_aware",dynamic_switching,dynamic_switching
